Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
34,300	-0,916	0,000	0,157	-0,0219	0,000	0,004	34,300	0,145	-0,880	-1,100	0,0034	-0,021	-0,026	34,300	-5,473	24,017	64,403	-0,1307	0,573	1,538
34,350	-0,916	0,016	0,157	-0,0219	3,750E-4	0,004	34,350	0,099	-0,864	1,885	0,0024	-0,021	0,045	34,350	-4,191	26,955	51,051	-0,1001	0,644	1,219
34,400	-0,914	0,016	-1,114E-14	-0,0218	3,750E-4	-2,662E-16	34,400	0,058	-0,691	4,398	0,0014	-0,016	0,105	34,400	-2,777	29,123	33,615	-0,0663	0,695	0,802
34,450	-0,914	0,016	0,314	-0,0218	3,750E-4	0,008	34,450	0,030	-0,424	5,969	7,1250E-4	-0,010	0,143	34,450	-1,279	30,316	15,237	-0,0305	0,724	0,364
34,500	-0,913	0,047	0,942	-0,0218	0,001	0,023	34,500	0,016	-0,094	6,597	3,7500E-4	-0,002	0,158	34,500	0,254	30,646	-1,100	0,0061	0,732	-0,026
34,550	-0,909	0,110	1,414	-0,0217	0,003	0,034	34,550	0,020	0,236	5,969	4,8750E-4	0,006	0,143	34,550	1,786	30,206	-17,907	0,0426	0,721	-0,428
34,600	-0,902	0,188	1,728	-0,0215	0,005	0,041	34,600	0,039	0,503	4,869	9,3750E-4	0,012	0,116	34,600	3,275	28,856	-36,443	0,0782	0,689	-0,870
34,650	-0,891	0,283	2,199	-0,0213	0,007	0,052	34,650	0,071	0,723	3,456	0,0017	0,017	0,082	34,650	4,672	26,562	-54,035	0,1115	0,634	-1,290
34,700	-0,873	0,408	2,513	-0,0208	0,010	0,060	34,700	0,112	0,848	1,257	0,0027	0,020	0,030	34,700	5,931	23,452	-68,173	0,1416	0,560	-1,628
34,750	-0,850	0,534	2,513	-0,0203	0,013	0,060	34,750	0,156	0,848	-1,257	0,0037	0,020	-0,030	34,750	7,017	19,745	-79,325	0,1675	0,471	-1,894
34,800	-0,820	0,660	2,513	-0,0196	0,016	0,060	34,800	0,196	0,723	-3,613	0,0047	0,017	-0,086	34,800	7,906	15,519	-89,378	0,1887	0,370	-2,134
34,850	-0,784	0,785	2,513	-0,0187	0,019	0,060	34,850	0,228	0,487	-5,498	0,0054	0,012	-0,131	34,850	8,569	10,807	-97,547	0,2046	0,258	-2,329
34,900	-0,741	0,911	2,513	-0,0177	0,022	0,060	34,900	0,245	0,173	-6,597	0,0058	0,004	-0,158	34,900	8,987	5,765	-102,102	0,2145	0,138	-2,437
34,950	-0,693	1,037	2,513	-0,0165	0,025	0,060	34,950	0,245	-0,173	-6,283	0,0058	-0,004	-0,150	34,950	9,145	0,597	-103,201	0,2183	0,014	-2,464
35,000	-0,638	1,162	2,356	-0,0152	0,028	0,056	35,000	0,228	-0,456	-5,027	0,0054	-0,011	-0,120	35,000	9,046	-4,555	-101,945	0,2160	-0,109	-2,434
35,050	-0,576	1,272	2,042	-0,0138	0,030	0,049	35,050	0,199	-0,675	-3,770	0,0048	-0,016	-0,090	35,050	8,690	-9,598	-97,861	0,2074	-0,229	-2,336
35,100	-0,511	1,367	1,571	-0,0122	0,033	0,037	35,100	0,160	-0,833	-1,885	0,0038	-0,020	-0,045	35,100	8,086	-14,341	-90,635	0,1930	-0,342	-2,164
35,150	-0,440	1,429	0,942	-0,0105	0,034	0,022	35,150	0,116	-0,864	0,628	0,0028	-0,021	0,015	35,150	7,256	-18,661	-81,681	0,1732	-0,445	-1,950
35,200	-0,368	1,461	0,471	-0,0088	0,035	0,011	35,200	0,074	-0,770	3,142	0,0018	-0,018	0,075	35,200	6,220	-22,510	-71,628	0,1485	-0,537	-1,710
35,250	-0,294	1,477	0,000	-0,0070	0,035	6,939E-17	35,250	0,039	-0,550	5,341	9,3750E-4	-0,013	0,128	35,250	5,005	-25,824	-59,376	0,1195	-0,616	-1,418
35,300	-0,220	1,461	-0,471	-0,0052	0,035	-0,011	35,300	0,019	-0,236	6,597	4,5000E-4	-0,006	0,157	35,300	3,638	-28,447	-43,511	0,0868	-0,679	-1,039
35,350	-0,148	1,429	-0,785	-0,0035	0,034	-0,019	35,350	0,016	0,110	6,597	3,7500E-4	0,003	0,157	35,350	2,160	-30,175	-24,976	0,0516	-0,720	-0,596
35,400	-0,077	1,382	-1,414	-0,0018	0,033	-0,034	35,400	0,030	0,424	5,498	7,1250E-4	0,010	0,131	35,400	0,620	-30,945	-7,226	0,0148	-0,739	-0,172
35,450	-0,009	1,288	-2,199	-2,2500E-4	0,031	-0,053	35,450	0,058	0,660	3,770	0,0014	0,016	0,090	35,450	-0,935	-30,898	9,582	-0,0223	-0,738	0,229
35,500	0,052	1,162	-2,670	0,0012	0,028	-0,064	35,500	0,096	0,801	2,042	0,0023	0,019	0,049	35,500	-2,469	-29,987	28,117	-0,0590	-0,716	0,671
35,550	0,107	1,021	-2,985	0,0026	0,024	-0,071	35,550	0,138	0,864	0,157	0,0033	0,021	0,004	35,550	-3,933	-28,086	47,281	-0,0939	-0,670	1,129
35,600	0,154	0,864	-3,299	0,0037	0,021	-0,079	35,600	0,182	0,817	-2,513	0,0043	0,020	-0,060	35,600	-5,278	-25,258	64,089	-0,1260	-0,603	1,530
35,650	0,193	0,691	-3,613	0,0046	0,017	-0,086	35,650	0,220	0,613	-5,184	0,0052	0,015	-0,124	35,650	-6,459	-21,677	78,069	-0,1542	-0,518	1,864
35,700	0,223	0,503	-3,927	0,0053	0,012	-0,094	35,700	0,243	0,298	-6,440	0,0058	0,007	-0,154	35,700	-7,446	-17,452	91,106	-0,1778	-0,417	2,175
35,750	0,243	0,298	-3,927	0,0058	0,007	-0,094	35,750	0,250	-0,031	-6,440	0,0060	-7,500E-4	-0,154	35,750	-8,204	-12,566	103,358	-0,1959	-0,300	2,468
35,800	0,253	0,110	-2,985	0,0060	0,003	-0,071	35,800	0,240	-0,346	-5,655	0,0057	-0,008	-0,135	35,800	-8,702	-7,116	111,055	-0,2078	-0,170	2,651
35,850	0,254	0,000	-1,414	0,0061	0,000	-0,034	35,850	0,215	-0,597	-4,398	0,0051	-0,014	-0,105	35,850	-8,916	-1,461	111,055	-0,2129	-0,035	2,651
35,900	0,253	-0,031	-0,157	0,0060	-7,500E-4	-0,004	35,900	0,181	-0,785	-2,985	0,0043	-0,019	-0,071	35,900	-8,848	3,990	105,243	-0,2112	0,095	2,512
35,950	0,251	-0,016	0,314	0,0060	-3,750E-4	0,008	35,950	0,137	-0,895	-0,628	0,0033	-0,021	-0,015	35,950	-8,517	9,064	98,018	-0,2033	0,216	2,340
36,000	0,251	0,000	0,157	0,0060	0,000	0,004	36,000	0,091	-0,848	2,356	0,0022	-0,020	0,056	36,000	-7,942	13,792	90,635	-0,1896	0,329	2,164
36,050	0,251	0,000	0,000	0,0060	0,000	0,000	36,050	0,052	-0,660	4,712	0,0012	-0,016	0,113	36,050	-7,138	18,127	81,367	-0,1704	0,433	1,942
36,100	0,251	0,000	0,000	0,0060	0,000	0,000	36,100	0,025	-0,377	6,126	6,0000E-4	-0,009	0,146	36,100	-6,129	21,928	70,686	-0,1463	0,523	1,687
36,150	0,251	0,000	0,000	0,0060	0,000	0,000	36,150	0,014	-0,047	6,597	3,3750E-4	-0,001	0,157	36,150	-4,945	25,196	58,905	-0,1181	0,601	1,406
36,200	0,251	0,000	0,000	0,0060	0,000	0,000	36,200	0,020	0,283	6,126	4,8750E-4	0,007	0,146	36,200	-3,610	27,819	43,825	-0,0862	0,664	1,046
36,250	0,251	0,000	0,000	0,0060	0,000	0,000	36,250	0,042	0,565	4,712	0,0010	0,013	0,113	36,250	-2,163	29,578	25,918	-0,0516	0,706	0,619
36,300	0,251	0,000	-0,157	0,0060	0,000	-0,004	36,300	0,077	0,754	2,985	0,0018	0,018	0,071	36,300	-0,652	30,411	8,482	-0,0156	0,726	0,203
36,350	0,251	-0,016	-0,314	0,0060	-3,750E-4	-0,007	36,350	0,118	0,864	1,100	0,0028	0,021	0,026	36,350	0,878	30,426	-7,697	0,0210	0,726	-0,184
36,400	0,250	-0,031	-0,628	0,0060	-7,500E-4	-0,015	36,400	0,163	0,864	-1,571	0,0039	0,021	-0,038	36,400	2,391	29,641	-25,290	0,0571	0,708	-0,604
36,450	0,248	-0,079	-1,257	0,0059	-0,002	-0,030	36,450	0,204	0,707	-4,241	0,0049	0,017	-0,101	36,450	3,842	27,897	-43,982	0,0917	0,666	-1,050
36,500	0,242	-0,157	-1,728	0,0058	-0,004	-0,041	36,500	0,234	0,440	-5,812	0,0056	0,010	-0,139	36,500	5,180	25,243	-60,004	0,1237	0,603	-1,433
36,550	0,232	-0,251	-2,199	0,0056	-0,006	-0,053	36,550	0,248	0,126	-6,440	0,0059	0,003	-0,154	36,550	6,366	21,897	-72,414	0,1520	0,523	-1,729
36,600	0,217	-0,377	-2,670	0,0052	-0,009	-0,064	36,600	0,247	-0,204	-6,126	0,0059	-0,005	-0,146	36,600	7,370	18,001	-83,095	0,1759	0,430	-1,984
36,650	0,195	-0,518	-2,827	0,0047	-0,012	-0,067	36,650	0,228	-0,487	-5,027	0,0054	-0,012	-0,120	36,650	8,167	13,587	-92,520	0,1950	0,324	-2,209
36,700	0,165	-0,660	-2,670	0,0039	-0,016	-0,064	36,700	0,198	-0,707	-3,613	0,0047	-0,017	-0,086	36,700	8,729	8,749	-99,117	0,2084	0,209	-2,366
36,750	0,129	-0,785	-2,513	0,0031	-0,019	-0,060	36,750	0,157	-0,848	-1,571	0,0037	-0,020	-0,038	36,750	9,042	3,676	-102,730	0,2158	0,088	-2,453
36,800	0,086	-0,911	-2,513	0,0021	-0,022	-0,060	36,800	0,113	-0,864	0,785	0,0027	-0,021	0,019	36,800	9,096	-1,524	-103,358	0,2172	-0,036	-2,468
36,850	0,038	-1,037	-2,513	9,0000E-4	-0,025	-0,060	36,850	0,071	-0,770	3,456	0,0017	-0,018	0,082	36,850	8,889	-6,660	-100,217	0,2122	-0,159	-2,392
36,900	-0,017	-1,162	-2,356	-4,1250E-4	-0,028	-0,056	36,900	0,036	-0,518	5,812	8,6250E-4	-0,012	0,139	36,900	8,430	-11,545	-94,248	0,2013	-0,276	-2,250
36,950	-0,079	-1,272	-1,885	-0,0019	-0,030	-0,045	36,950	0,019	-0,188		4,5000E-4	-0,004		36,950	7,735	-16,085	-86,708	0,1846	-0,384	-2,070
37,000	-0,145	-1,351	-1,571	-0,0034	-0,032	-0,038								37,000	6,822	-20,216	-77,597	0,1629	-0,483	-1,853
37,050	-0,214	-1,429	-1,257	-0,0051	-0,034	-0,030								37,050	5,713	-23,845	-66,602	0,1364	-0,569	-1,590
37,100	-0,287	-1,477	-0,628	-0,0069	-0,035	-0,015								37,100	4,438	-26,876	-53,093	0,1059	-0,642	-1,267
37,150	-0,361	-1,492	-0,157	-0,0086	-0,036	-0,004								37,150	3,025	-29,154	-35,814	0,0722	-0,696	-0,855
37,200	-0,437	-1,492	0,314	-0,0104	-0,036	0,008								37,200	1,522	-30,458	-17,279	0,0363	-0,727	-0,413
37,250	-0,511	-1,461	0,942	-0,0122	-0,035	0,023								37,250	-0,020	-30,882	-0,628	-4,8750E-4	-0,737	-0,015
37,300	-0,583	-1,398	1,571	-0,0139	-0,033	0,037								37,300	-1,566	-30,521	16,650	-0,0374	-0,729	0,397
37,350	-0,650	-1,304	2,042	-0,0155	-0,031	0,049								37,350	-3,072	-29,217	36,128	-0,0734	-0,698	0,862
37,400	-0,713	-1,194	2,513	-0,0170	-0,028	0,060								37,400	-4,488	-26,908	54,350	-0,1071	-0,642	1,298
37,450	-0,770	-1,052	2,985	-0,0184	-0,025	0,071								37,450	-5,763	-23,782	69,429	-0,1376	-0,568	1,657
37,500	-0,818	-0,895	3,299	-0,0195	-0,021	0,079								37,500	-6,866	-19,965	83,252	-0,1639	-0,477	1,988
37,550	-0,859	-0,723	3,770	-0,0205	-0,017	0,090								37,550	-7,760	-15,457	96,133	-0,1853	-0,369	2,295
37,600	-0,891	-0,518	4,084	-0,0213	-0,012	0,097								37,600	-8,412	-10,352	106,343	-0,2008	-0,247	2,539
37,650	-0,911	-0,314	3,770	-0,0217	-0,008	0,090								37,650	-8,795	-4,822	111,370	-0,2100	-0,115	2,659
37,700	-0,922	-0,141	2,827	-0,0220	-0,003	0,068								37,700	-8,894	0,785	109,013	-0,2123	0,019	2,603
37,750	-0,925	-0,031	1,414	-0,0221	-7,500E-4	0,034								37,750	-8,716	6,079	101,945	-0,2081	0,145	2,434
37,800	-0,925	0,000	0,314	-0,0221	0,000	0,008								37,800	-8,286	10,980	94,562	-0,1978	0,262	2,257
37,850	-0,925	0,000	0,000	-0,0221	0,000	0,000								37,850	-7,618	15,535	86,708	-0,1819	0,371	2,070
37,900	-0,925	0,000	0,000	-0,0221	0,000	0,000								37,900	-6,732	19,651	77,126	-0,1607	0,469	1,841
37,950	-0,925	0,000	0,000	-0,0221	0,000	0,000								37,950	-5,653	23,248	66,131	-0,1350	0,555	1,579
38,000	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,000	-4,408	26,264	52,936	-0,1052	0,627	1,264
38,050	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,050	-3,027	28,541	36,600	-0,0723	0,681	0,874
38,100	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,100	-1,554	29,924	18,850	-0,0371	0,714	0,450
38,150	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,150	-0,035	30,426	1,885	-8,2500E-4	0,726	0,045
38,200	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,200	1,489	30,112	-14,765	0,0355	0,719	-0,352
38,250	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,250	2,977	28,950	-32,673	0,0711	0,691	-0,780
38,300	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,300	4,384	26,845	-50,423	0,1047	0,641	-1,204
38,350	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,350	5,661	23,908	-65,188	0,1351	0,571	-1,556
38,400	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,400	6,775	20,326	-76,969	0,1617	0,485	-1,837
38,450	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,450	7,694	16,211	-86,708	0,1837	0,387	-2,070
38,500	-0,925	0,000	0,000	-0,0221	0,000	0,000								38,500	8,396	11,655	-95,190	0,2004	0,278	-2,273
38,550	-0,925	0,000	0,157	-0,0221	0,000	0,004								38,550	8,859	6,692	-101,002	0,2115	0,160	-2,411
38,600	-0,925	0,016	0,157	-0,0221	3,750E-4	0,004								38,600	9,065	1,555	-102,887	0,2164	0,037	-2,456
38,650	-0,924	0,016	1,114E-14	-0,0220	3,750E-4	2,662E-16								38,650	9,015	-3,597	-101,945	0,2152	-0,086	-2,434
38,700	-0,924	0,016	0,471	-0,0220	3,750E-4	0,011								38,700	8,705	-8,639	-98,018	0,2078	-0,206	-2,340
38,750	-0,922	0,063	1,100	-0,0220	0,002	0,026								38,750	8,151	-13,399	-91,263	0,1946	-0,320	-2,179
38,800	-0,917	0,126	1,414	-0,0219	0,003	0,034								38,800	7,365	-17,766	-82,938	0,1758	-0,424	-1,980
38,850	-0,909	0,204	1,885	-0,0217	0,005	0,045								38,850	6,374	-21,693	-73,356	0,1522	-0,518	-1,751
38,900	-0,897	0,314	2,356	-0,0214	0,007	0,056								38,900	5,196	-25,101	-61,418	0,1240	-0,599	-1,466
38,950	-0,878	0,440	2,513	-0,0210	0,011	0,060								38,950	3,864	-27,835	-46,181	0,0922	-0,665	-1,103
39,000	-0,853	0,565	2,513	-0,0204	0,013	0,060								39,000	2,413	-29,719	-28,117	0,0576	-0,710	-0,671
39,050	-0,822	0,691	2,513	-0,0196	0,016	0,060								39,050	0,892	-30,646	-10,367	0,0213	-0,732	-0,247
39,100	-0,784	0,817	2,356	-0,0187	0,019	0,056								39,100	-0,652	-30,756	6,283	-0,0156	-0,734	0,150
39,150	-0,740	0,927	2,356	-0,0177	0,022	0,056								39,150	-2,183	-30,018	24,504	-0,0521	-0,717	0,585
39,200	-0,691	1,052	2,513	-0,0165	0,025	0,060								39,200	-3,654	-28,306	43,511	-0,0872	-0,676	1,039
39,250	-0,635	1,178	2,199	-0,0151	0,028	0,052								39,250	-5,014	-25,667	60,633	-0,1197	-0,613	1,448
39,300	-0,573	1,272	1,885	-0,0137	0,030	0,045								39,300	-6,220	-22,242	74,927	-0,1485	-0,531	1,789
39,350	-0,507	1,367	1,571	-0,0121	0,033	0,037								39,350	-7,238	-18,174	88,122	-0,1728	-0,434	2,104
39,400	-0,437	1,429	0,942	-0,0104	0,034	0,022								39,400	-8,038	-13,430	100,531	-0,1919	-0,321	2,400
39,450	-0,364	1,461	0,471	-0,0087	0,035	0,011								39,450	-8,581	-8,121	109,013	-0,2049	-0,194	2,603
39,500	-0,291	1,477	0,157	-0,0069	0,035	0,004								39,500	-8,850	-2,529	110,741	-0,2113	-0,060	2,644
39,550	-0,217	1,477	-0,314	-0,0052	0,035	-0,007								39,550	-8,834	2,953	106,029	-0,2109	0,070	2,531
39,600	-0,143	1,445	-1,100	-0,0034	0,034	-0,026								39,600	-8,555	8,074	98,960	-0,2042	0,193	2,362
39,650	-0,072	1,367	-1,728	-0,0017	0,033	-0,041								39,650	-8,027	12,849	91,420	-0,1916	0,307	2,183
39,700	-0,006	1,272	-2,042	-1,5000E-4	0,030	-0,049								39,700	-7,270	17,216	82,624	-0,1736	0,411	1,973
39,750	0,055	1,162	-2,356	0,0013	0,028	-0,056								39,750	-6,305	21,112	72,728	-0,1505	0,504	1,736
39,800	0,110	1,037	-2,827	0,0026	0,025	-0,067								39,800	-5,158	24,489	61,261	-0,1232	0,585	1,462
39,850	0,159	0,880	-3,456	0,0038	0,021	-0,082								39,850	-3,856	27,238	46,810	-0,0921	0,650	1,117
39,900	0,198	0,691	-3,613	0,0047	0,016	-0,086								39,900	-2,435	29,170	29,374	-0,0581	0,696	0,701
39,950	0,228	0,518	-3,770	0,0054	0,012	-0,090								39,950	-0,939	30,175	11,624	-0,0224	0,720	0,278
40,000	0,250	0,314	-4,084	0,0060	0,007	-0,098								40,000	0,583	30,332	-4,712	0,0139	0,724	-0,113
40,050	0,259	0,110	-3,142	0,0062	0,003	-0,075								40,050	2,094	29,704	-21,677	0,0500	0,709	-0,517
40,100	0,261	0,000	-1,414	0,0062	0,000	-0,034								40,100	3,553	28,164	-40,055	0,0848	0,672	-0,956
40,150	0,259	-0,031	-0,157	0,0062	-7,500E-4	-0,004								40,150	4,910	25,698	-56,863	0,1172	0,613	-1,358
40,200	0,258	-0,016	0,314	0,0062	-3,750E-4	0,008								40,200	6,123	22,478	-70,058	0,1462	0,537	-1,673
40,250	0,258	0,000	0,157	0,0062	0,000	0,004								40,250	7,158	18,692	-80,896	0,1709	0,446	-1,931
40,300	0,258	0,000	0,000	0,0062	0,000	0,000								40,300	7,992	14,389	-90,635	0,1908	0,343	-2,164
40,350	0,258	0,000	0,000	0,0062	0,000	0,000								40,350	8,597	9,629	-98,018	0,2052	0,230	-2,340
40,400	0,258	0,000	-0,157	0,0062	0,000	-0,004								40,400	8,955	4,587	-101,945	0,2138	0,109	-2,434
40,450	0,258	-0,016	-0,157	0,0062	-3,750E-4	-0,004								40,450	9,056	-0,565	-102,573	0,2162	-0,014	-2,449
40,500	0,256	-0,016	0,000	0,0061	-3,750E-4	0,000								40,500	8,899	-5,671	-100,374	0,2124	-0,135	-2,396
40,550	0,256	-0,016	-0,471	0,0061	-3,750E-4	-0,011								40,550	8,489	-10,603	-95,504	0,2026	-0,253	-2,280
40,600	0,254	-0,063	-1,100	0,0061	-0,002	-0,026								40,600	7,838	-15,221	-87,965	0,1871	-0,363	-2,100
40,650	0,250	-0,126	-1,257	0,0060	-0,003	-0,030								40,650	6,966	-19,399	-78,854	0,1663	-0,463	-1,882
40,700	0,242	-0,188	-1,571	0,0058	-0,004	-0,038								40,700	5,898	-23,106	-68,801	0,1408	-0,552	-1,643
40,750	0,231	-0,283	-2,042	0,0055	-0,007	-0,049								40,750	4,656	-26,279	-55,763	0,1111	-0,627	-1,331
40,800	0,214	-0,393	-2,199	0,0051	-0,009	-0,052								40,800	3,270	-28,683	-38,642	0,0781	-0,685	-0,922
40,850	0,192	-0,503	-2,356	0,0046	-0,012	-0,056								40,850	1,788	-30,144	-20,577	0,0427	-0,720	-0,491
40,900	0,163	-0,628	-2,356	0,0039	-0,015	-0,056								40,900	0,256	-30,741	-3,927	0,0061	-0,734	-0,094
40,950	0,129	-0,738	-2,199	0,0031	-0,018	-0,053								40,950	-1,286	-30,536	13,352	-0,0307	-0,729	0,319
41,000	0,090	-0,848	-2,199	0,0021	-0,020	-0,052								41,000	-2,798	-29,405	32,516	-0,0668	-0,702	0,776
41,050	0,044	-0,958	-2,199	0,0011	-0,023	-0,052								41,050	-4,227	-27,285	51,051	-0,1009	-0,651	1,219
41,100	-0,006	-1,068	-2,042	-1,5000E-4	-0,025	-0,049								41,100	-5,526	-24,300	66,916	-0,1319	-0,580	1,597
41,150	-0,063	-1,162	-1,728	-0,0015	-0,028	-0,041								41,150	-6,657	-20,593	80,582	-0,1589	-0,492	1,924
41,200	-0,123	-1,241	-1,571	-0,0029	-0,030	-0,038								41,200	-7,585	-16,242	93,462	-0,1811	-0,388	2,231
41,250	-0,187	-1,319	-1,414	-0,0045	-0,031	-0,034								41,250	-8,281	-11,247	104,929	-0,1977	-0,268	2,505
41,300	-0,254	-1,382	-0,785	-0,0061	-0,033	-0,019								41,300	-8,710	-5,749	111,212	-0,2079	-0,137	2,655
41,350	-0,325	-1,398	0,000	-0,0078	-0,033	0,000								41,350	-8,856	-0,126	109,485	-0,2114	-0,003	2,614
41,400	-0,394	-1,382	0,314	-0,0094	-0,033	0,008								41,400	-8,723	5,199	102,573	-0,2082	0,124	2,449
41,450	-0,463	-1,367	0,628	-0,0111	-0,033	0,015								41,450	-8,336	10,132	95,504	-0,1990	0,242	2,280
41,500	-0,531	-1,319	1,257	-0,0127	-0,031	0,030								41,500	-7,709	14,750	87,965	-0,1841	0,352	2,100
41,550	-0,595	-1,241	1,885	-0,0142	-0,030	0,045								41,550	-6,861	18,928	78,540	-0,1638	0,452	1,875
41,600	-0,655	-1,131	2,199	-0,0156	-0,027	0,052								41,600	-5,817	22,604	68,016	-0,1389	0,540	1,624
41,650	-0,708	-1,021	2,199	-0,0169	-0,024	0,052								41,650	-4,601	25,730	55,292	-0,1098	0,614	1,320
41,700	-0,757	-0,911	2,670	-0,0181	-0,022	0,064								41,700	-3,244	28,133	39,270	-0,0774	0,672	0,938
41,750	-0,800	-0,754	3,299	-0,0191	-0,018	0,079								41,750	-1,788	29,657	21,520	-0,0427	0,708	0,514
41,800	-0,833	-0,581	3,299	-0,0199	-0,014	0,079								41,800	-0,278	30,285	4,398	-0,0066	0,723	0,105
41,850	-0,858	-0,424	3,142	-0,0205	-0,010	0,075								41,850	1,241	30,096	-11,938	0,0296	0,718	-0,285
41,900	-0,875	-0,267	3,142	-0,0209	-0,006	0,075								41,900	2,732	29,091	-29,531	0,0652	0,694	-0,705
41,950	-0,884	-0,110	2,513	-0,0211	-0,003	0,060								41,950	4,150	27,143	-47,595	0,0991	0,648	-1,136
42,000	-0,886	-0,016	1,100	-0,0211	-3,750E-4	0,026								42,000	5,446	24,332	-62,989	0,1300	0,581	-1,504
42,050	-0,886	0,000	0,157	-0,0211	0,000	0,004								42,050	6,583	20,844	-74,927	0,1572	0,498	-1,789
42,100	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,100	7,530	16,839	-84,980	0,1798	0,402	-2,029
42,150	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,150	8,267	12,346	-94,091	0,1974	0,295	-2,246
42,200	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,200	8,765	7,430	-100,217	0,2092	0,177	-2,393
42,250	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,250	9,010	2,325	-102,416	0,2151	0,056	-2,445
42,300	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,300	8,998	-2,812	-101,631	0,2148	-0,067	-2,426
42,350	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,350	8,729	-7,838	-98,332	0,2084	-0,187	-2,347
42,400	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,400	8,214	-12,645	-92,363	0,1961	-0,302	-2,205
42,450	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,450	7,464	-17,075	-84,038	0,1782	-0,408	-2,006
42,500	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,500	6,506	-21,049	-74,613	0,1553	-0,503	-1,781
42,550	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,550	5,360	-24,536	-63,303	0,1279	-0,586	-1,511
42,600	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,600	4,053	-27,379	-48,538	0,0967	-0,654	-1,159
42,650	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,650	2,622	-29,390	-30,788	0,0626	-0,702	-0,735
42,700	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,700	1,114	-30,458	-12,881	0,0266	-0,727	-0,308
42,750	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,750	-0,424	-30,678	3,770	-0,0101	-0,732	0,090
42,800	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,800	-1,954	-30,081	21,363	-0,0467	-0,718	0,510
42,850	-0,886	0,000	0,000	-0,0211	0,000	0,000								42,850	-3,432	-28,541	40,684	-0,0819	-0,681	0,971
42,900	-0,886	0,000	0,157	-0,0211	0,000	0,004								42,900	-4,808	-26,012	58,434	-0,1148	-0,621	1,395
42,950	-0,886	0,016	0,471	-0,0211	3,750E-4	0,011								42,950	-6,033	-22,698	72,885	-0,1440	-0,542	1,740
43,000	-0,884	0,047	0,628	-0,0211	0,001	0,015								43,000	-7,078	-18,724	86,237	-0,1690	-0,447	2,059
43,050	-0,881	0,079	0,942	-0,0210	0,002	0,023								43,050	-7,906	-14,074	98,489	-0,1887	-0,336	2,351
43,100	-0,877	0,141	1,414	-0,0209	0,003	0,034								43,100	-8,485	-8,875	107,285	-0,2026	-0,212	2,561
43,150	-0,867	0,220	1,728	-0,0207	0,005	0,041								43,150	-8,793	-3,346	110,427	-0,2099	-0,080	2,636
43,200	-0,855	0,314	2,356	-0,0204	0,007	0,056								43,200	-8,820	2,168	106,814	-0,2106	0,052	2,550
43,250	-0,836	0,456	2,670	-0,0199	0,011	0,064								43,250	-8,577	7,336	99,589	-0,2048	0,175	2,378
43,300	-0,809	0,581	2,356	-0,0193	0,014	0,056								43,300	-8,086	12,127	92,206	-0,1931	0,289	2,201
43,350	-0,778	0,691	2,513	-0,0186	0,016	0,060								43,350	-7,364	16,556	83,881	-0,1758	0,395	2,002
43,400	-0,740	0,833	2,670	-0,0177	0,020	0,064								43,400	-6,431	20,515	73,985	-0,1535	0,490	1,766
43,450	-0,694	0,958	2,513	-0,0166	0,023	0,060								43,450	-5,312	23,955	62,675	-0,1268	0,572	1,496
